"Index","BTC","ETH","ETC","LTC","BCH","EOS","XRP","TRX","BSV"
"2021-01-09",40077.76,1275.72,7.7381,177.01,573.86,3.614,0.32408,0.033829,286.0414
"2021-01-10",38150.22,1254.81,8.8067,170.1,600.14,3.0609,0.31483,0.032742,250.6381
"2021-01-11",35382.06,1086.48,7.2222,138.91,476.62,2.6682,0.28712,0.028955,190.2109
"2021-01-12",34048.59,1050.39,7.0494,133.45,452.24,2.5974,0.2926,0.02862,188.8016
"2021-01-13",37361.12,1129.74,7.5941,147.41,496.39,2.7679,0.30571,0.030764,212.9237
"2021-01-14",39139.89,1232.16,7.8,152.4,527,2.8088,0.29643,0.030131,221.3872
"2021-01-15",36739.29,1168,7.5696,143.65,491.14,2.756,0.27986,0.029722,208.4359
"2021-01-16",35997.17,1227.86,7.7709,143.53,489.59,2.7772,0.27908,0.030084,206.1764
"2021-01-17",35834.09,1232.5,7.6871,142.78,479.34,2.765,0.27745,0.030216,199.3733
"2021-01-18",36630.86,1258.21,7.6981,151.9,508.87,2.8131,0.2853,0.031634,206.4871
"2021-01-19",35877.49,1365.81,7.8171,151.83,507.42,2.7905,0.29403,0.030629,203.7505
"2021-01-20",35471.6,1376.97,7.9012,149.65,496.88,2.7764,0.29535,0.030467,199.9998
"2021-01-21",30859.99,1111.31,7.1287,129.79,418.43,2.5456,0.26795,0.027613,178.3047
"2021-01-22",32958.09,1232.82,7.4322,137.65,439.82,2.6215,0.27225,0.028536,177.6524
"2021-01-23",32071.57,1233.72,7.4507,137.67,431.32,2.7026,0.27163,0.029239,174.4612
"2021-01-24",32267.12,1392.08,7.6299,141.02,439.48,2.7132,0.27337,0.029986,174.0266
"2021-01-25",32255.28,1318.16,7.4979,137.06,432.29,2.6502,0.2675,0.029488,181.2334
"2021-01-26",32469.94,1366.24,7.433,134.68,427.65,2.6274,0.26834,0.029489,173.76
"2021-01-27",30362.87,1238.81,6.8653,122.43,377.25,2.5004,0.25044,0.028225,161.4095
"2021-01-28",33350.36,1330,7.6559,133.27,404.83,2.707,0.26421,0.029551,170.5797
"2021-01-29",34256.97,1379.22,7.6113,134.71,406.99,2.7248,0.28291,0.03333,172.7121
"2021-01-30",34259.96,1378.19,7.5783,133.35,416.92,2.9294,0.44358,0.032168,178.7949
"2021-01-31",33099.98,1312.67,7.4102,129.4,399.5,2.9294,0.49495,0.031551,173.8076
"2021-02-01",33525.41,1374.07,7.5268,132.05,414.34,3.0565,0.37124,0.032963,178.7813
"2021-02-02",35474.57,1512.5,7.7857,142,430.32,2.9969,0.37269,0.033185,180.4522
"2021-02-03",37619.51,1664.16,7.9366,155.95,445.99,3.0675,0.39724,0.034495,183.452
"2021-02-04",36940,1595.14,7.657,145.07,420.95,3.0233,0.44546,0.033113,177.0556
"2021-02-05",38300.57,1719.31,8.5162,155,447.57,3.3126,0.45228,0.036238,187.8383
"2021-02-06",39195.78,1676.69,8.7732,155.56,458.4,3.21,0.44301,0.035076,184.7981
"2021-02-07",38795.28,1611.33,8.2763,150.78,444.92,3.4372,0.41847,0.035945,182.9706
"2021-02-08",46379.99,1751.42,8.6869,167.33,483.81,3.5943,0.45128,0.040433,194.4295
"2021-02-09",46429.01,1768.91,9.5725,181.57,514.71,4.1659,0.47656,0.04614,226.0757
"2021-02-10",44801.98,1741.2,10.3791,181.58,494.41,4.1265,0.50439,0.046281,211.7294
"2021-02-11",47974.12,1786.23,11.7265,183.59,530.23,4.5834,0.52818,0.056827,225.3133
"2021-02-12",47303.39,1840.29,11.9246,196.56,576.12,4.7486,0.60899,0.05519,233.6136
"2021-02-13",47152.61,1815.07,16.6287,225.86,667.68,5.5488,0.63296,0.059925,265.7518
"2021-02-14",48589.82,1800.53,16.0814,213.57,720.4,5.0683,0.5923,0.055204,261.2622
"2021-02-15",47910.85,1779.12,14.6899,207.82,715.19,4.7121,0.54954,0.050811,239.9853
"2021-02-16",49140.42,1781.97,14.4136,210.34,705.58,4.646,0.51991,0.052007,236.5734
"2021-02-17",52119.13,1849.11,15.322,237.33,716.24,4.8411,0.53449,0.052575,244.4093
"2021-02-18",51555.02,1938.83,14.9472,226.58,703.73,4.8161,0.53212,0.054881,240.1004
"2021-02-19",55917.02,1955.76,15.4067,236.47,718.66,5.2288,0.56487,0.060785,242.8901
"2021-02-20",55845.28,1912.76,15.0986,226.79,678.34,4.8371,0.5115,0.057738,227.0213
"2021-02-21",57410,1933.48,15.663,227.17,706.45,5.102,0.54454,0.059359,242.0666
"2021-02-22",54079.68,1777.29,13.9246,208.2,628.92,4.689,0.5663,0.054258,214.7727
"2021-02-23",48900.06,1577.71,11.3759,177.46,515.82,3.8513,0.47578,0.044983,188.5563
"2021-02-24",49680.32,1623.7,11.8873,181.52,527.15,3.8898,0.46852,0.047987,194.414
"2021-02-25",47084.59,1482.34,11.0427,179.36,499.48,3.6719,0.43583,0.045248,184.796
"2021-02-26",46298.03,1444.89,10.7166,170.23,484.46,3.5495,0.4279,0.045161,180.5713
"2021-02-27",46110.86,1458.11,11.1081,171.75,483.32,3.6715,0.43567,0.046512,184.3946
"2021-02-28",45133.12,1418.58,10.3657,165.19,460.23,3.4748,0.41534,0.045627,177.3331
"2021-03-01",49598.62,1570.15,11.0902,175.87,501.38,3.7066,0.44536,0.047843,185.615
"2021-03-02",48438.48,1486.95,10.9033,179.13,517.19,3.6695,0.43566,0.046867,185.3262
"2021-03-03",50361.17,1567.78,11.2507,187.71,520.95,3.8254,0.44814,0.048833,188.3317
"2021-03-04",48377.5,1539.58,11.0015,180.64,505.58,3.7473,0.48122,0.051448,181.5085
"2021-03-05",48765.39,1528.33,10.933,180.16,497.1,3.69,0.45466,0.050212,180.943
"2021-03-06",48879.99,1650.35,11.1037,182.73,500.39,3.7211,0.46266,0.050156,181.8162
"2021-03-07",50978.12,1726.15,11.5485,190.79,516.66,3.831,0.46573,0.051733,185.0123
"2021-03-08",52366.45,1832.9,11.703,191.8,529.21,3.8959,0.47426,0.053084,185.7357
"2021-03-09",54877.3,1870.39,12.4033,203.84,545.3,4.1667,0.48496,0.0532,189.8711
"2021-03-10",55852.01,1795.37,11.954,200.24,546.46,3.99,0.46168,0.051428,187.692
"2021-03-11",57770.52,1825.01,12.2546,201.37,549.77,3.9538,0.4518,0.051518,187.2526
"2021-03-12",57227.8,1766.6,11.9369,220.83,538.6,3.7836,0.43957,0.049933,185.7917
"2021-03-13",61196.77,1922.06,13.763,226.12,593.7,4.2845,0.45769,0.052895,218.2285
"2021-03-14",58988,1848.27,12.7211,213.97,552.26,3.927,0.43903,0.051054,196.6208
"2021-03-15",55609.46,1793.15,12.1589,200.73,523.62,3.8151,0.43537,0.050703,191.3449
"2021-03-16",56895.51,1805.23,12.4172,201.7,528.53,4.0676,0.46039,0.052351,194.8719
"2021-03-17",58902.11,1823.86,12.5808,205.84,541.25,4.0867,0.46995,0.054828,195.4181
"2021-03-18",57641.41,1776.01,12.1716,199.67,528.02,4.1437,0.46897,0.053287,203.2289
"2021-03-19",58027.39,1809.04,12.2619,199.97,532.37,4.1382,0.46643,0.058648,213.6888
"2021-03-20",58095.96,1806.32,12.3152,200.23,536.28,4.3302,0.52584,0.06095,205.1319
"2021-03-21",57339.39,1782.98,11.9824,195.33,523.34,4.1542,0.51658,0.063366,201.1756
"2021-03-22",54095.63,1681.12,11.6572,185.67,509.08,4.0782,0.54426,0.059308,202.8689
"2021-03-23",54346.31,1667.83,12.2347,185.88,510.74,4.0915,0.54957,0.058581,213.2562
"2021-03-24",52303.03,1582.23,11.2849,176.12,474.19,3.6941,0.4801,0.055679,193.3694
"2021-03-25",51305.7,1586.15,11.0862,171.59,472.75,3.6727,0.51081,0.055308,192.591
"2021-03-26",55028.98,1698.76,11.753,183.47,505.45,4.1859,0.56333,0.064649,202.8263
"2021-03-27",55814.67,1712.83,11.7881,184.06,500.57,4.0918,0.54744,0.063577,200.1785
"2021-03-28",55782.88,1687.47,11.8652,184.24,497.3,4.111,0.54548,0.063621,198.5493
"2021-03-29",57637.29,1816.62,12.6369,193.77,518.35,4.278,0.56547,0.064738,207.0011
"2021-03-30",58748.26,1841,13.0215,195.74,525.74,4.3382,0.56236,0.066013,208.813
"2021-03-31",58750.01,1919.39,14.1082,196.74,540.88,4.8034,0.56975,0.092964,217.7272
"2021-04-01",58736.6,1968.4,14.3243,202.77,556.64,5.5946,0.5707,0.085402,228.1833
"2021-04-02",58977.22,2134.18,15.2527,211.5,580.46,6.2549,0.60701,0.092327,246.8901
"2021-04-03",57069.69,2008.73,13.5631,195.21,530.88,5.4124,0.57839,0.101386,218.7112
"2021-04-04",58204.55,2075.95,14.5421,202.28,560.79,6.2793,0.63454,0.1276,228.8434
"2021-04-05",59133.11,2107.37,16.0851,221.44,647.58,6.6998,0.91643,0.136461,247.5014
"2021-04-06",57993.2,2111.78,17.7734,236.95,662.55,6.6464,1.09719,0.123996,261.2046
"2021-04-07",55965.99,1963.42,19.1586,219.04,615.67,5.8894,0.91625,0.110373,239.1675
"2021-04-08",58084.25,2079.9,19.6234,226.13,643,6.4428,1.05639,0.1235,249.3404
"2021-04-09",58139.7,2067.06,18.7692,221.14,631.25,6.21,1.01756,0.11587,259.212
"2021-04-10",59772.83,2133.26,20.4493,256.29,673.54,6.613,1.37226,0.126455,272.4676
"2021-04-11",60004.94,2151.45,20.3652,252.39,689.68,6.7287,1.3517,0.122131,275.8238
"2021-04-12",59849.35,2137.46,19.5229,244.29,670.72,6.4762,1.46801,0.128752,260.3867
"2021-04-13",63578.72,2299.3,21.209,267.46,744.99,7.3818,1.7955,0.146178,298.5732
"2021-04-14",62965,2432.48,21.9087,278.69,814.64,7.6655,1.8341,0.140387,326.4517
"2021-04-15",63144.51,2513.83,28.6666,285.61,864.02,7.8806,1.75808,0.164265,364.05
"2021-04-16",61331.66,2422.76,38.3101,308.39,1103.19,8.4935,1.54903,0.160956,441.4627
"2021-04-17",60006.57,2317.38,37.6947,300.87,991.39,7.7816,1.53908,0.155456,371.9921
"2021-04-18",56150,2236.32,37.09,273.36,973.32,7.2831,1.408,0.14303,334.349
"2021-04-19",55640.26,2161.35,33.5378,261.37,891.22,6.6015,1.30941,0.130036,295.6834
"2021-04-20",56425.38,2330.04,33.7566,260.75,940.52,6.6919,1.38448,0.132754,303.0292
"2021-04-21",53794.76,2357.07,31.9513,257.75,909.79,6.3218,1.29085,0.12271,296.5923
"2021-04-22",51695.01,2398.94,33.5001,252.7,853.31,5.8593,1.1554,0.109978,281.7544
"2021-04-23",51113.93,2367.49,32.6156,241.3,839.21,5.57,1.1702,0.109144,250.4696
"2021-04-24",50038.53,2213.15,29.6467,224.8,770.75,5.0842,1.04918,0.102606,233.4928
"2021-04-25",49074.1,2319.9,29.2976,223.88,759,4.9988,1.03523,0.101779,236.7634
"2021-04-26",53991.93,2532.66,32.8427,247.48,848.89,5.8616,1.36328,0.117314,263.5108
"2021-04-27",55021.51,2665.97,33.8001,259.79,890.44,6.0612,1.4023,0.12603,287.8245
"2021-04-28",54840.54,2747.65,35.0659,258.55,910.35,5.9562,1.35737,0.122736,289.8597
"2021-04-29",53557.59,2757.26,34.5175,255.28,880.45,5.8972,1.3979,0.121215,281.8051
"2021-04-30",57690.06,2772.84,36.3165,271.14,995.76,6.4515,1.59949,0.132271,323.7252
"2021-05-01",57802.91,2945.27,44.7397,276.76,1003.93,6.6125,1.65135,0.131111,332.9664
"2021-05-02",56583.13,2949.16,44.8929,268.84,972.62,6.5269,1.56049,0.127582,331.5964
"2021-05-03",57160.78,3429.89,52.0371,294.67,1015.31,6.8084,1.55518,0.131643,369.5855
"2021-05-04",53200.85,3239.22,69.3799,305.35,950.72,6.3387,1.38751,0.119162,326.2952
"2021-05-05",57446.73,3524.01,94.2848,356.2,1451.58,8.7168,1.61319,0.146476,423.4383
"2021-05-06",56394.66,3489.41,134.2506,354.52,1508.16,11.4689,1.60269,0.152123,419.1805
"2021-05-07",57304.2,3479.1,119.7753,344.79,1340.29,10.366,1.57944,0.147533,378.0845
"2021-05-08",58866.12,3909.67,127.443,347.12,1396.11,10.3352,1.56129,0.143027,368.049
"2021-05-09",58246.99,3923.98,118.0972,387.73,1428.86,10.5289,1.53372,0.142946,359.4054
"2021-05-10",55814.41,3945.92,105.1192,359.23,1321.09,9.2665,1.39064,0.127114,342.5725
"2021-05-11",56673.36,4173.49,111.1965,377.71,1548.3,14.5048,1.47929,0.138925,391.6175
"2021-05-12",49572.18,3825,85.0807,311.14,1235.46,10.3782,1.26786,0.119827,301.7991
"2021-05-13",49672.28,3718.26,88.3128,317.89,1257.06,10.606,1.36479,0.121555,317.1498
"2021-05-14",49848.75,4075.12,103.3125,326.31,1296.64,11.1502,1.4001,0.124763,335.5426
"2021-05-15",46767.07,3646.07,95.0998,300.17,1170.4,10.2366,1.49104,0.120683,311.2203
"2021-05-16",46416.42,3581.06,93.8165,295.77,1166.72,10.1087,1.44988,0.119595,316.0856
"2021-05-17",43540.81,3282.42,89.7389,281.35,1069.44,9.1415,1.49583,0.112792,286.5338
"2021-05-18",42856.46,3374.77,88.5527,294.01,1089.13,9.3221,1.5888,0.11626,287.0945
"2021-05-19",36689.24,2443.4,59.4503,186.09,694.18,5.6854,1.0584,0.078898,173.6866
"2021-05-20",40523.53,2768.49,73.9438,210.78,817.97,6.6463,1.17958,0.089207,201.7009
"2021-05-21",37253.83,2431.01,64.2544,179.89,687.6,5.5584,1.00641,0.077909,174.3263
"2021-05-22",37448.31,2294.8,58.5235,169.36,629.63,5.1035,0.90501,0.075333,168.8321
"2021-05-23",34688.66,2097.68,51.5918,142.38,552.04,4.2918,0.78999,0.062843,148.8279
"2021-05-24",38805.64,2648.13,73.732,185.34,754.13,5.6453,0.99314,0.076955,179.2535
"2021-05-25",38322.36,2704.79,78.326,183.83,719.17,5.6965,0.97432,0.077122,175.1088
"2021-05-26",39239.99,2884.64,79.8595,198.89,763.98,6.4339,1.03141,0.083148,181.7055
"2021-05-27",38525.46,2741.88,74.6449,194.33,750.26,7.0169,0.97483,0.079502,183.7141
"2021-05-28",35663.13,2412.22,68.1898,177.37,688.5,6.1125,0.89822,0.072027,168.1056
"2021-05-29",34602.44,2278.45,64.3607,163.98,651.97,6.0264,0.83162,0.068724,164.5491
"2021-05-30",35638.37,2385.85,66.1466,170.49,661.54,6.0352,0.90556,0.071964,166.214
"2021-05-31",37255.26,2705.85,70.0036,188.03,702.65,6.6299,1.04108,0.076795,174.7207
"2021-06-01",36695.18,2634.48,67.7773,183.01,691.28,6.3061,1.0106,0.076161,175.9899
"2021-06-02",37573.8,2706,68.3851,187.19,697.59,6.3715,1.024,0.078026,182.3791
"2021-06-03",39240.42,2856.8,69.8683,193.5,719.07,6.5329,1.04531,0.082222,189.4483
"2021-06-04",36830.81,2689.42,64.768,178.49,670.62,6.0148,0.96843,0.077111,173.7508
"2021-06-05",35509.18,2628.56,63.1113,172.93,649.16,5.7762,0.92292,0.075514,177.5774
"2021-06-06",35800.63,2711.31,64.0952,176.36,656.1,5.8444,0.94666,0.077441,178.1576
"2021-06-07",33566,2593,58.0645,161.99,596.91,5.189,0.862,0.071676,166.1271
"2021-06-08",33379.1,2506.7,56.6916,160.67,595.36,5.0503,0.87327,0.072423,162.0941
"2021-06-09",37388.46,2610.37,62.3192,172.59,634.03,5.3417,0.92199,0.075346,173.5
"2021-06-10",36685.62,2471.54,57.915,168.17,601.51,5.0809,0.86857,0.07257,164.6992
"2021-06-11",37334.36,2354.71,56.9186,162.87,577.22,4.9177,0.84717,0.069183,164.3081
"2021-06-12",35550.23,2370.55,55.219,161.8,580.05,4.8297,0.8324,0.068052,162.1007
"2021-06-13",39013.03,2508.84,59.0174,170.87,613.41,5.0899,0.88312,0.071516,171.0215
"2021-06-14",40513.66,2580.88,59.2842,179.91,641.38,5.2989,0.89073,0.072024,174.1379
"2021-06-15",40151.65,2543.26,58.1668,175.17,627.27,5.1831,0.86614,0.071752,169.6178
"2021-06-16",38349.86,2368.44,55.3747,166.6,593.68,4.867,0.83198,0.068971,164.1072
"2021-06-17",39247.96,2446.1,56.9748,172.19,617.55,5.0594,0.85824,0.071351,165.7401
